lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
4.965107,-0.45224348,6.7022963,-16.10625,33.375,-17.268751,-0.5213731,5.8763666,0.54565495,87,87,206
0.05742774,-0.31106696,9.829716,-1.25625,37.125,-23.400002,-0.012522728,4.278344,0.66049755,83,83,206
-2.2995026,0.1698904,8.439486,8.981251,36.7125,-21.6375,0.5042689,2.7866125,0.5658135,83,83,206
-4.048656,0.634098,6.7836523,15.150001,32.175003,-18.88125,0.09071342,2.376722,0.95004743,79,79,206
-8.62134,1.5768701,9.590433,22.59375,31.125002,-15.168751,-0.13286309,0.38530296,0.54260063,79,79,206
-8.977871,-0.8111669,9.317652,24.093752,30.4125,-12.76875,-0.5555815,1.6168064,-0.80924314,78,78,206
-7.470392,1.6295122,4.9770713,23.25,32.8875,-6.8625,-0.15118903,2.5770857,-0.2008218,78,78,206
-7.745567,0.8327023,3.790231,22.6875,33.075,-1.2,0.33750278,-1.3403901,0.08078687,78,78,206
-6.6592255,0.011964113,4.1754756,22.3875,32.9625,-6,-0.75899947,-2.6665776,-1.1684316,72,72,206
-5.6949177,-1.7204394,6.903293,16.462502,36.1875,-8.493751,-1.9697335,-1.9194899,-1.5856522,72,72,206
-6.8721867,-5.139783,8.30788,8.75625,39.581253,-3.35625,-2.5036292,-0.5994111,-0.8477276,70,70,206
-5.505885,-8.800801,6.719046,4.6312504,38.193752,6.9750004,-3.0216427,0.6528617,-1.234405,70,70,206
-3.1154552,-8.123632,5.261817,1.44375,34.36875,16.462502,-1.2165372,-0.76067936,-0.1989892,70,70,206
-2.4335005,-8.85823,7.393822,2.60625,32.8125,19.181252,1.212872,-1.1113157,-0.14217877,70,70,206
-0.72741807,-6.1710896,7.0612197,4.0875,36.35625,12.637501,2.7595816,0.059712034,0.24633121,62,62,206
-1.1533405,-4.6396832,8.202596,5.7375,38.23125,-2.2687502,5.988002,-0.89079356,0.6531672,62,62,206
-1.3064811,-0.37567315,11.018949,6.5625005,33.24375,-19.48125,4.3655453,-0.09483676,-0.37064222,62,62,206
-1.5864414,5.54417,10.238888,4.4437504,18.825,-33.35625,3.7772825,-0.61040664,-1.1220059,62,62,206
-2.6368906,7.1545396,6.991828,1.10625,6.4687505,-38.11875,4.0448413,-0.90606517,-0.72005683,68,68,206
-2.589034,7.513463,1.079163,-2.025,-10.950001,-36.112503,3.602575,0.31749696,0.9133956,68,68,206
-1.1653047,8.226524,-1.6773686,-1.8375001,-22.29375,-30.35625,0.49938196,-0.18646647,0.66171926,68,68,206
-0.34217364,8.415557,-0.0526421,-5.2875004,-24.768751,-29.00625,0.1065959,-0.70509064,-0.19471315,33,33,206
-1.820938,10.04507,-1.18684,-5.7937503,-23.475,-30.6,-1.3888011,-0.35689774,0.09850194,33,33,206
-0.81595254,10.250853,2.1966112,-5.08125,-17.00625,-33.73125,-2.5696027,0.23319763,0.13271037,31,31,206
-1.4811572,9.812965,4.558327,-3.3187501,-7.0312505,-37.66875,-2.5311182,0.3065014,0.16875139,32,32,206
-0.0741775,6.5515485,7.6833534,-2.8312502,4.8187504,-38.737503,-3.0448556,0.72616553,0.251829,32,32,206
-0.48095736,4.2424746,8.379665,1.29375,17.04375,-35.86875,-1.9428555,1.2594504,0.53404856,32,32,206
1.0815558,1.9501505,6.4606214,6.8437505,23.25,-30.806252,-1.863443,-0.5419898,2.3257148,39,39,206
2.1104696,1.1772687,6.649654,11.587501,25.893751,-27.16875,-0.40042186,-0.11133011,1.9158247,39,39,206
6.8482585,1.4524434,12.421143,14.418751,25.706251,-27.018751,1.2660172,0.18371758,-0.3187187,57,57,206
0.19860429,0.19860429,14.624932,16.5375,27.54375,-26.85,-1.3099995,3.9576402,-1.4408773,57,57,206
-2.6009982,-0.91166544,10.899307,19.06875,30.075,-22.087502,-0.7516691,-0.015424335,-2.6155703,70,70,206
-1.9932213,-0.5694918,9.200403,10.556251,33.24375,-19.650002,-0.36743516,0.5209149,-3.8525715,70,70,206
-1.6630118,-0.8446664,8.133204,-4.78125,34.85625,-18.975,1.2024873,0.91797704,-4.5208573,69,69,206
-1.1365907,-2.8522446,7.836494,-18.487501,28.181252,-21.45,0.040622506,0.48548478,-5.512902,69,69,206
-0.148355,-3.2183464,8.865408,-31.143751,12.243751,-21.6375,0.6545416,0.79458237,-4.754819,69,69,206
-0.78723866,-3.2063823,10.992627,-31.425001,-6.20625,-25.050001,0.18723005,1.581987,-4.396241,65,65,206
-1.4141582,-2.349752,13.552947,-23.71875,-19.368752,-27.393751,1.9477423,0.4628828,-2.2679882,65,65,206
-1.5481563,-1.1533405,8.973084,-16.087502,-29.962502,-22.237501,1.9184208,0.04016436,-4.6845694,45,45,206
-3.0245278,-0.91166544,9.097511,-3.3000002,-35.175003,-16.81875,1.0106758,0.1574504,-5.8079495,45,45,206
-2.0721843,-0.8207382,8.322237,13.725,-32.381252,-14.775001,0.3912589,-0.005039635,-1.8923063,33,33,206
-0.65084773,0.2105684,7.4536424,19.725,-27.018751,-15.056251,-0.03695732,-0.50961393,-3.2960737,33,33,206
-2.009971,-0.91405827,11.351551,25.48125,-17.75625,-15.4875,0.41813695,0.003512472,-3.1647377,38,38,206
-0.6795616,0.552742,11.97847,28.143751,-10.63125,-17.4375,0.5403099,0.51175195,-0.8116866,38,38,206
-0.8470592,1.4189439,10.547563,29.681252,-7.36875,-16.5375,0.422413,0.02611447,-1.7921245,55,55,206
-0.5072784,1.8400806,9.406186,30.54375,-1.35,-16.85625,0.44073895,-0.34284785,-2.3510659,55,55,206
0.12203395,1.0695918,9.717253,29.5125,5.0437503,-17.325,0.4816669,-0.961043,-1.5263984,56,56,206
1.0695918,2.0673988,8.729017,27.075,9.450001,-19.987501,0.21655156,-0.18890993,-2.6057963,56,56,206
0.076570325,1.2777673,8.537591,24.656252,15.31875,-21.056252,-0.54702944,0.26801693,-2.8263185,56,56,206
-2.751746,-0.22731815,11.602797,19.893751,22.0125,-23.0625,0.38453937,-0.123547405,-1.2692243,53,53,206
-1.253839,1.8664017,10.79163,17.362501,21.993752,-25.10625,0.9899064,0.4384482,1.5028801,53,53,206
1.6558332,1.9190438,5.9820566,20.75625,17.85,-24.431252,-0.6197223,0.83917546,-1.0261002,52,52,206
0.55752766,0.58624154,6.192625,23.306252,22.462502,-25.48125,1.3472623,-1.3080142,-1.319926,52,52,206
-0.89730847,2.0889342,6.4821568,16.3875,20.41875,-29.38125,-0.5085449,-1.9060508,-0.98883736,47,47,206
-2.120041,1.2442678,12.387643,8.418751,22.331251,-30.7875,-1.3008366,-0.649502,-1.4549272,47,47,206
-2.6943183,-2.3114667,17.525034,4.4437504,25.875002,-28.3875,-2.3344197,-0.5871938,-0.42684177,44,44,206
-1.052842,0.37328035,13.323236,1.40625,31.3875,-24.31875,-0.06444623,0.39568767,-1.8587089,44,44,206
-0.76331043,1.1509477,6.6592255,-2.4375,31.181252,-24.900002,0.26847506,-0.42409286,0.04291325,44,44,206
0.39720857,-0.4426722,10.112068,-3.3000002,31.031252,-25.125002,-1.0430516,-0.22372922,0.1791361,44,44,206
0.46181476,-1.026521,12.421143,-3.5062501,32.662502,-21.956251,-0.011911863,-0.119271345,0.113162704,44,44,206
0.7537391,0.55034924,11.284552,-2.2125,31.593752,-21.6,0.16829325,0.13423753,0.56092656,45,45,206
-0.55034924,-1.9334008,16.783258,-0.99375004,30.675001,-22.087502,0.007024945,0.4329504,0.20906848,45,45,206
-1.8137596,-1.2083755,15.780665,1.4250001,30.54375,-20.71875,-0.2904662,0.28206682,0.88773924,45,45,206
-0.32063824,-1.7180467,10.870593,5.0062504,31.425001,-20.2875,0.60994846,-0.12660173,0.7649554,45,45,206
-0.31585258,-1.1581261,6.853044,5.3250003,29.118752,-21.16875,0.9355394,0.5874992,0.41370818,45,45,206
-0.2656033,-0.6771688,5.3359947,9.58125,27.712502,-24.54375,0.5366447,0.040775225,1.2554798,45,45,206
-0.62452674,-0.3924229,5.35753,12.31875,24.45,-26.04375,0.49205157,-0.30436337,1.2982404,45,45,206
0.33738798,1.0169497,6.498906,13.35,21.69375,-26.156252,-0.24770567,-0.79000086,0.4998401,45,45,206
0.6053841,-0.05742774,11.016556,13.89375,21.7875,-26.456251,-0.36621344,0.39507678,-0.46532625,45,45,206
0.16749759,0.36370903,7.3698936,14.718751,24.112501,-24.45,-1.4761547,-0.59452415,-0.7487675,43,43,206
0.7585248,-1.0552348,10.992627,10.725,29.175001,-22.275002,-0.70585424,-0.11438443,-0.77198035,43,43,206
1.7060826,-0.51206404,9.102298,8.325001,31.143751,-21.4125,0.49449503,-0.5884155,-1.3193152,43,43,206
-0.68195444,3.0436704,10.265209,4.89375,31.368752,-22.85625,0.89094627,1.130558,-0.9082032,43,43,206
0.38524446,0.6723832,11.215159,2.5125,27.487501,-25.7625,0.99051726,-0.41248643,-0.4677697,43,43,206
0.3804588,1.2418749,11.940185,1.5937501,24.525002,-28.143751,-0.17562363,0.12018765,-0.23014331,45,45,206
