lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
-0.8853444,0.40917268,7.4943204,-10.650001,22.237501,-28.2,-0.15729769,0.29122978,0.68959,812,812,206
-1.1916257,0.35413775,8.650054,-8.625,22.44375,-27.393751,0.18723005,0.5557342,0.7909935,672,672,206
-1.0336994,0.15553348,8.877372,-4.8187504,21.993752,-28.406252,0.11148282,-0.26832235,0.6425534,672,672,206
0.21535404,0.72502524,9.47797,-3.6562502,22.9125,-30.187502,0.21899502,-0.61162835,0.029245151,672,672,206
0.6939186,0.89491564,10.389636,-5.025,21.806252,-30.73125,0.72295845,0.41218102,-0.26213735,610,610,206
-0.17706887,1.4189439,9.987641,-5.7562504,19.237501,-30.768751,0.8854485,-0.27198756,-0.21754421,610,610,206
-0.26081768,2.5172493,10.078569,-6.3750005,16.44375,-33.1875,-0.046731155,0.049938194,-0.7001274,560,560,206
0.17706887,1.5314065,10.133604,-7.7250004,16.48125,-32.850002,-0.67103493,0.123852834,-0.20166174,560,560,206
0.7537391,0.6412765,10.853844,-8.34375,17.681252,-33.956253,0.17684536,-0.31902415,0.10071633,556,556,206
0.3493521,2.1463618,10.116854,-9.0375,17.34375,-32.4,-0.035124727,0.116522454,-0.11675153,556,556,206
0.20338993,1.8376877,8.006385,-8.418751,18.112501,-33.7125,0.08643737,0.5905535,0.039629854,556,556,206
