lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,orientation.x,orientation.y,orientation.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
0.545,4.638,6.599,-35.7,-17.1,-22.859999,91.421875,-39.375,2.15625,-0.007999,0.014143,-0.052536,56,0,0
-1.239,1.23,10.527,-36.6,-16.74,-21.779999,108.96875,-5.65625,-7.1875,-0.0118,0.06757,0.01973,56,0,0
-0.124,3.403,8.602,-36.6,-15.96,-21.9,102.546875,-21.421877,-0.421875,-0.375878,0.071399,-0.181054,56,0,0
0.502,4.018,9.33,-36.899998,-15,-22.619999,97.953125,-23.296877,2.828125,0.38051,-0.110443,0.398909,56,0,0
-0.524,3.612,10.591,-37.2,-14.94,-23.1,100.109375,-17.90625,-1.984375,0.247175,-0.183136,0.382802,56,0,0
-1.062,1.438,9.622,-36,-15.66,-23.82,105.015625,-8.0625,-6.703125,-0.278268,0.087118,-0.087737,56,0,0
-0.122,1.797,8.942,-35.1,-16.26,-24,104.09375,-12.234375,-0.171875,-0.298705,0.088705,-0.201336,56,0,0
-0.093,2.745,9.16,-34.26,-17.039999,-24.06,106.71875,-16.71875,0.34375,-0.188429,-0.069446,-0.236603,56,0,0
-0.663,3.877,8.846,-34.2,-16.32,-25.019999,101.34375,-23.421877,-3.75,0.046844,-0.023661,-0.080176,56,0,0
-1.282,3.087,10.63,-33.6,-16.92,-24.06,101.96875,-17.0625,-6.5,0.35867,0.252434,0.192674,56,0,0
0.476,4.744,8.966,-33.48,-16.8,-24.6,99.953125,-26.90625,1.140625,-0.061567,0.201834,-0.133845,56,0,0
-2.139,1.606,7.36,-34.8,-16.02,-24.6,108.390625,-7.015625,-18.765623,-0.145906,-0.07709,-0.137378,56,0,0
-1.302,1.285,10.127,-36,-16.02,-23.279999,102.453125,-8.84375,-5.9375,-0.006531,0.075925,0.036808,56,0,0
-0.198,3.051,8.037,-36.48,-15.9,-22.98,106.34375,-18.078123,-2.15625,-0.339606,-0.0197,-0.165835,56,0,0
0.591,3.667,8.521,-36.899998,-14.04,-24.66,97.625,-22.8125,2.859375,0.168673,-0.1427,0.21706,56,0,0
0.84,3.212,10.697,-36.48,-12.12,-24.48,94.84375,-16.96875,4.625,0.441965,-0.316008,0.662855,56,0,0
-0.256,2.235,10.788,-37.559998,-12.3,-23.4,98.15625,-12.8125,-1.34375,-0.095985,-0.128101,0.289671,56,0,0
0.002,2.187,8.873,-37.5,-13.92,-23.4,101.09375,-14.390625,-0.78125,-0.366188,0.188201,-0.118802,56,0,0
0.952,2.575,8.588,-37.26,-14.82,-23.519999,104.265625,-15.84375,5.859375,-0.283565,-0.149794,-0.279754,56,0,0
-0.289,3.315,8.588,-36.6,-14.219999,-24.06,98.609375,-20.9375,-1.875,0.186565,-0.217031,0.027729,56,0,0
-0.181,3.224,10.498,-36.48,-14.099999,-23.1,98.671875,-17.703123,-1.28125,0.431921,0.127009,0.209127,56,0,0
-0.54,3.346,10.977,-36.6,-14.4,-24.3,104.453125,-14.65625,-3.140625,-0.209709,0.081053,-0.178354,56,0,0
-1.515,2.228,9.505,-37.02,-13.0199995,-24.6,95.43751,-13.90625,-7.265625,0.087322,-0.119795,0.077218,56,0,0
-0.371,1.113,10.304,-37.26,-12.96,-22.859999,100.28125,-8.671875,0.078125,0.049385,0.13915,0.123392,56,0,0
0.244,2.599,6.627,-37.8,-13.92,-21.779999,102.78125,-19.984377,1.453125,-0.452841,0.119064,-0.268545,56,0,0
-0.411,2.896,9.335,-37.8,-13.799999,-22.08,100.203125,-16.5625,-3.15625,0.238645,-0.0953,0.113324,56,0,0
1.12,3.147,10.601,-38.16,-13.2,-21.6,97.671875,-17.25,5.71875,0.327998,-0.097274,0.188379,56,0,0
1.072,3.544,9.995,-38.1,-12.84,-21.3,98.18751,-19.78125,5.828125,0.063077,-0.297185,0.138065,56,0,0
-0.299,1.962,8.585,-38.46,-14.219999,-21.48,104,-12,-2.34375,-0.256675,-0.026731,-0.128193,56,0,0
1.168,2.048,8.612,-38.82,-14.82,-21.359999,106.140625,-11.921875,7.578125,-0.396296,-0.089993,-0.319348,56,0,0
-0.349,3.099,7.963,-38.399998,-14.219999,-21.66,98.125,-21.71875,-2.125,0.116024,-0.288267,-0.003562,56,0,0
-0.186,3.937,9.397,-37.5,-15,-21.48,98.5,-22.71875,-1.3125,0.507675,0.247749,0.222499,56,0,0
0.481,2.96,11.582,-37.86,-15.54,-21.72,103.31249,-13.8125,1.9375,0.092157,0.177231,-0.031687,56,0,0
1.486,2.975,10.338,-37.68,-14.5199995,-22.68,93.953125,-18.53125,10.828125,0.226572,-0.252296,0.129591,56,0,0
0.227,3.133,7.58,-37.98,-12.96,-22.98,98.68751,-23.265623,-0.3125,0.021838,0.09001,0.034338,58,0,0
-0.56,0.993,9.938,-38.16,-12.96,-22.68,104.921875,-4.515625,-4.8125,-0.588896,0.499814,-0.280408,58,0,0
0.43,3.633,8.109,-38.46,-12.3,-22.619999,94.84375,-24.515623,3.25,-0.33474,0.015582,-0.101388,58,0,0
0.852,3.918,9.213,-38.579998,-10.32,-24,89.75,-23.875,4.984375,0.617635,-0.153385,0.632582,56,0,0
-0.117,3.927,12.051,-39.18,-10.32,-23.82,93.765625,-17.609377,-1.203125,0.133486,-0.077794,0.41095,56,0,0
-1.646,0.062,10.522,-39,-11.04,-22.859999,101.140625,-0.5625,-8.0625,-0.45502,-0.022172,-0.111426,56,0,0
0.962,1.196,7.123,-38.46,-13.139999,-22.32,102.96875,-9.125,7.9375,-0.737402,0.12389,-0.491155,61,0,0
0.229,3.08,8.542,-37.5,-13.799999,-23.82,98.84375,-19.65625,1.453125,0.078649,-0.280841,-0.147494,61,0,0
0.217,3.504,9.409,-37.02,-12.599999,-24.96,94.015625,-21.703123,1.34375,0.505333,-0.037217,0.157872,61,0,0
0.691,3.145,12.03,-37.8,-12.599999,-23.82,97.75,-15.03125,3.046875,0.274486,0.09708,0.148833,61,0,0
2.654,4.124,11.144,-37.8,-11.219999,-24.48,91.703125,-22.046877,12.03125,0.05753,-0.027231,0.097703,70,0,0
-1.563,1.347,7.077,-38.46,-11.219999,-23.58,103.34375,-6.171875,-13,-0.368806,0.07086,-0.143953,70,0,0
-0.665,1.543,9.749,-38.219997,-12.719999,-22.26,97.18751,-9.984375,-2.734375,-0.23031,0.355115,-0.140772,70,0,0
-0.438,2.879,8.078,-38.46,-13.5,-23.1,100.171875,-19.78125,-2.578125,-0.015507,0.121083,-0.155305,80,0,0
0.629,3.48,8.741,-37.68,-12.059999,-24.18,97.71875,-20.53125,2.6875,0.129197,0.095961,-0.039997,80,0,0
0.715,3.08,11.949,-38.28,-10.0199995,-24.06,92.56249,-15.46875,3,0.32324,-0.308453,0.368015,80,0,0
1.091,3.2,10.213,-38.82,-10.139999,-23.519999,92.53125,-18.5625,5.4375,0.054148,-0.209734,0.327126,90,0,0
-0.289,2.273,8.346,-38.28,-12.36,-23.82,100.25,-14.390625,-3.1875,-0.302554,0.081307,-0.107212,90,0,0
0.181,1.74,8.205,-37.5,-14.7,-23.4,102.25,-11.78125,1.59375,-0.271801,0.027569,-0.390273,90,0,0
-0.416,3.094,9,-36.3,-15.12,-23.58,100.93751,-18.890623,-2.296875,0.023871,-0.127307,-0.288119,89,0,0
-0.268,4.191,8.949,-35.88,-14.94,-23.88,96.90625,-24.390623,-1.015625,0.462033,0.140415,0.050964,89,0,0
0.536,3.262,12.482,-36.059998,-14.639999,-24.359999,100.93751,-14.828125,2.6875,0.222024,0.003773,0.026265,89,0,0
1.28,2.025,11.309,-36.42,-13.5,-24.72,96.625,-13.359375,9.125,0.010739,-0.275679,0.046611,89,0,0
0.181,4.425,5.081,-37.32,-13.139999,-23.4,84.890625,-42.25,0,-0.109583,0.10583,0.022629,94,0,0
-1.072,1.215,10.852,-38.16,-13.92,-21.72,102.78125,-6.5,-5.9375,-0.028101,0.238774,-0.007876,94,0,0
-0.107,2.968,8.686,-37.62,-13.92,-22.02,99.421875,-19.421877,-0.703125,-0.279658,0.019654,-0.213448,94,0,0
1.067,4.31,8.629,-36.78,-13.259999,-22.32,94.296875,-26.5,5.625,0.407134,-0.096133,0.25413,99,0,0
0.172,3.485,11.35,-37.38,-13.139999,-21.48,97.765625,-16.734375,2.015625,0.311639,-0.19923,0.266977,99,0,0
-0.782,0.701,11.077,-37.68,-13.74,-21,101.765625,-5.6875,-1.203125,-0.12576,-0.079578,-0.058154,99,0,0
0.572,2.424,8.416,-37.38,-15.059999,-21.3,103.5,-16.484375,3,-0.538158,0.078977,-0.406002,102,0,0
0.026,2.582,9.466,-36.12,-16.199999,-21.72,106.21875,-14.5,1.65625,-0.114258,-0.141829,-0.271905,102,0,0
0.236,3.927,8.262,-35.88,-15.96,-22.68,101.328125,-24.671877,0.953125,0.097804,-0.070081,-0.142793,102,0,0
-0.134,3.626,9.737,-36,-16.44,-22.26,100.703125,-20.46875,-1.28125,0.51033,0.124955,0.216898,102,0,0
-0.411,4.871,10.555,-35.88,-16.44,-22.38,102.703125,-23.265623,-2.4375,0.127419,-6.67E-04,-0.011757,105,0,0
-1.424,1.381,10.536,-36.48,-15.599999,-22.38,103.046875,-8.484375,-5.796875,0.254089,-0.082048,0.144017,105,0,0
0.241,3.257,7.779,-37.02,-15.12,-21.3,99.90625,-23.6875,1.59375,-0.151774,0.159839,-0.098484,105,0,0
-0.095,2.374,8.727,-37.68,-15.42,-20.88,105.359375,-14.15625,-1.28125,-0.28148,0.289663,-0.174769,71,0,0
-0.308,3.542,8.535,-37.62,-14.7,-21.06,100.296875,-21.578123,-2.09375,-0.137466,-4.00E-06,-0.064127,71,0,0
1.017,4.155,10.038,-38.219997,-12.36,-21.6,92.5,-23.265623,5.9375,0.512633,-0.10628,0.47931,71,0,0
0.342,5.165,10.778,-39.18,-11.94,-21,95.06249,-24.671877,0.640625,0.196106,-0.244794,0.452312,60,0,0
0.136,1.625,10.91,-38.28,-12.96,-21.18,101.18751,-7.859375,0.921875,-0.227977,-0.090977,0.059551,60,0,0
0.957,2.625,7.154,-37.98,-14.5199995,-21.359999,98.734375,-20.609377,7.96875,-0.462863,-0.201004,-0.19589,60,0,0
0.011,3.195,8.593,-36.78,-17.039999,-20.22,102.28125,-20.71875,0.53125,0.126248,-0.161658,-0.133315,60,0,0
0.373,4.818,7.865,-35.579998,-17.22,-21.72,100.75,-30.75,1.671875,0.103543,0.190245,-0.31257,60,0,0
-0.773,3.516,10.371,-36.42,-17.64,-21.359999,101.28125,-19.25,-4.34375,0.387576,0.170134,-0.011084,60,0,0
0.454,5.306,10.168,-36.66,-17.039999,-20.88,102.68751,-25.328123,0.140625,-0.039576,0.061766,-0.180494,60,0,0
-1.551,1.371,8.949,-36.66,-16.02,-21.6,105.09375,-8.59375,-5.96875,0.027538,-0.165928,0.002042,62,0,0
-0.026,3.365,8.179,-37.62,-15.719999,-20.82,93.390625,-26.15625,0.84375,-0.069798,0.178848,-0.007266,62,0,0
-0.672,2.18,9.555,-37.62,-15.66,-18.9,106.796875,-11.09375,-5.515625,-0.123026,0.235871,-0.074158,62,0,0
0.775,3.793,8.894,-37.86,-14.219999,-20.52,100.078125,-22.71875,3.859375,-0.427804,0.109506,-0.263903,65,0,0
1.239,3.882,9.797,-39.059998,-11.639999,-21.72,92.96875,-22.046877,6.609375,0.313769,-0.325094,0.460057,65,0,0
0.868,4.361,10.611,-39.12,-11.34,-21.42,95.359375,-21.578123,2.90625,-0.012677,-0.209959,0.421012,65,0,0
-1.306,0.6,9.208,-38.82,-12.3,-21.66,100.828125,-4.375,-6.390625,-0.23443,-0.043884,0.11065,65,0,0
0.914,1.986,8.463,-38.579998,-15.059999,-21.359999,101.34375,-13.75,6.953125,-0.474474,0.18674,-0.322156,68,0,0
-0.102,3.676,8.509,-37.68,-16.74,-20.76,102.546875,-22.71875,0.75,0.053345,-0.10371,-0.214686,68,0,0
0.019,4.105,9.323,-36.899998,-16.619999,-21.9,100.765625,-23.71875,0,0.352517,0.083942,-0.08325,68,0,0
-0.213,3.927,9.837,-37.32,-16.26,-21.3,100.484375,-22.0625,-1.484375,0.367402,0.183737,0.019311,64,0,0
0.236,4.662,10.139,-36.899998,-16.32,-21.48,102.390625,-21.875,0.1875,0.081337,0.069022,-0.046761,64,0,0
-1.055,1.802,10.113,-38.16,-15.54,-21.48,102,-11.34375,-3.5,0.220748,-0.265708,0.19735,64,0,0
1.091,3.025,8.078,-39.059998,-15.059999,-20.4,97.390625,-22.75,7.484375,-0.103013,0.039936,-0.009571,60,0,0
0.423,2.29,9.584,-38.76,-15.12,-19.92,106.56249,-10.171875,0.3125,-0.382984,0.094042,-0.193188,60,0,0
0.272,3.693,8.03,-39.059998,-13.32,-22.26,95.328125,-25.125,1.421875,-0.089431,-0.010352,0.037721,60,0,0
0.651,3.552,9.787,-39.42,-11.759999,-22.859999,93.90625,-20.34375,3.109375,0.391881,0.065698,0.516217,60,0,0
-0.303,4.504,10.785,-39.48,-11.4,-21.9,95.09375,-20.828123,-1.703125,-0.008419,-0.001006,0.283905,60,0,0
-1.01,0.926,11.211,-39.36,-12.3,-21.9,99.640625,-5.265625,-4.25,-0.019194,0.021724,0.175813,60,0,0
1.261,2.35,7.504,-39.3,-14.7,-21.3,99.578125,-17.953123,8.59375,-0.491788,-0.027266,-0.308533,60,0,0
0.15,3.185,8.937,-39,-17.1,-20.76,104.015625,-18.15625,2.15625,-0.050986,-0.281435,-0.274221,60,0,0
-0.196,4.5,7.757,-37.86,-17.46,-22.68,98.96875,-29.421877,-1.59375,0.393855,0.124811,-0.128622,60,0,0
-0.768,4.014,10.254,-37.92,-17.46,-22.98,99.75,-22,-4.375,0.623576,0.31539,0.077728,60,0,0
-0.734,4.253,10.637,-37.8,-16.619999,-23.46,102.875,-20.28125,-3.71875,-0.067932,0.117681,-0.179113,59,0,0
0.086,1.833,10.862,-37.92,-15.42,-23.22,103,-10.6875,2.015625,0.00578,-0.088914,0.07597,59,0,0
0.344,3.971,6.414,-39.059998,-15.66,-22.8,92.34375,-35.203125,0.5625,-0.061814,-0.026843,0.069225,59,0,0
-0.876,1.204,9.356,-39.18,-16.14,-22.08,106.5,-6.609375,-5.578125,-0.090468,0.102045,-0.034993,60,0,0
-0.198,3.69,8.011,-38.879997,-15.9,-22.02,101.265625,-23.984377,-1.40625,-0.431471,0.04012,-0.300353,60,0,0
0.653,3.939,9.497,-39.059998,-13.86,-23.88,93.890625,-23.171877,3.6875,0.457364,-0.075301,0.326923,60,0,0
-0.363,3.346,11.061,-39.899998,-12.42,-23.46,96.890625,-16.125,-0.28125,0.090202,-0.181171,0.376492,60,0,0
-0.375,1.146,12.166,-40.32,-12.96,-22.98,98.06249,-8.453125,1.625,-0.114603,-0.004118,0.174777,59,0,0
1.282,2.953,7.899,-39.719997,-13.62,-23.279999,99.203125,-20.53125,8.0625,-0.479231,-0.036469,-0.167991,59,0,0
0.43,2.85,7.812,-39.12,-15.059999,-22.26,99.109375,-20.421877,4.171875,0.029023,-0.389373,0.047416,59,0,0
-0.445,3.595,9.081,-38.46,-16.859999,-22.859999,102.109375,-21.0625,-3.21875,0.150762,0.184674,-0.132659,58,0,0
-0.696,3.758,9.399,-38.82,-18.06,-22.32,100.421875,-22.265623,-3.640625,0.307444,0.246662,-0.136691,58,0,0
-0.888,4.698,9.651,-38.52,-18,-22.26,102.875,-24.359377,-5.0625,0.310487,0.142277,-0.087834,58,0,0
-0.445,1.335,11.87,-39.66,-16.619999,-21.72,105.671875,-7.4375,-0.390625,0.144431,-0.159392,-0.02062,58,0,0
0.574,4.811,5.955,-40.32,-16.199999,-20.82,91.984375,-39.656246,3.6875,-0.204724,-0.11516,-0.06865,58,0,0
-0.706,2.032,10.072,-41.46,-15.599999,-20.16,102.25,-11.796875,-3.890625,0.263865,0.042073,0.195443,58,0,0
-0.801,3.219,8.028,-41.28,-14.94,-19.98,101.921875,-20.96875,-5.546875,-0.393783,0.129357,-0.199584,58,0,0
0.732,3.927,9.198,-41.16,-14.34,-20.76,95.5,-23.515623,4.625,0.285588,0.038049,0.277012,56,0,0
0.658,3.88,10.062,-41.82,-13.5,-20.22,97.046875,-21.125,3.78125,0.187667,-0.202896,0.323544,56,0,0
0.576,2.908,9.605,-41.28,-13.86,-19.5,96.53125,-17.828123,4.140625,0.073702,-0.076958,0.194515,56,0,0
1.244,3.102,8.097,-40.62,-15.12,-19.56,101.578125,-19.71875,7.328125,-0.228709,-0.125318,-0.061911,54,0,0
0.198,2.956,7.537,-40.559998,-16.619999,-19.619999,99.078125,-21.90625,2.015625,-1.28E-04,-0.305884,-0.069542,54,0,0
0.686,3.454,11.094,-39.12,-17.46,-19.68,104.578125,-17.140623,3.21875,-0.058464,-0.049015,-0.248559,54,0,0
0.44,4.691,7.769,-38.879997,-17.64,-20.4,97.5,-31.921877,3.78125,0.039317,0.003059,-0.180955,54,0,0
-0.081,3.82,10.381,-38.76,-18.539999,-19.56,103.43751,-20.1875,-0.421875,0.30296,0.160485,0.001552,54,0,0
-0.452,4.897,8.715,-38.399998,-19.92,-19.38,105.375,-26.625,-4.09375,-0.129378,0.218296,-0.327318,54,0,0
0.043,2.69,10.768,-38.1,-21.06,-19.32,105.015625,-17,2.734375,0.274009,-0.013332,-0.081801,54,0,0
-0.303,3.205,7.334,-37.559998,-21.24,-18.96,110,-23.078123,-1.765625,-0.284639,-0.222291,-0.38562,53,0,0
0.72,4.243,8.143,-38.219997,-20.699999,-17.76,104.81249,-27.953123,4.203125,0.182501,0.063744,-0.107598,53,0,0
-0.215,2.032,11.41,-39.059998,-20.939999,-16.98,112.65625,-9.890625,-1.203125,-0.203008,-0.192888,-0.219147,53,0,0
0.888,4.856,7.963,-38.879997,-20.699999,-17.16,105.890625,-30.890623,5.046875,-0.369288,-0.14276,-0.229875,55,0,0
0.047,3.583,9.691,-39.059998,-20.16,-17.46,105.71875,-20.796877,0.21875,0.491206,-0.047594,0.284039,55,0,0
0.222,4.265,8.921,-38.28,-21.24,-16.859999,107.31249,-25.640623,1.171875,0.115274,0.0873,0.062872,55,0,0
0.593,3.947,9.27,-37.62,-22.92,-15.9,111.21875,-22.78125,3.015625,-0.016732,-0.004474,-0.112289,54,0,0
1.005,3.671,8.444,-37.5,-23.16,-15,112.546875,-22.8125,5.90625,-0.030893,-0.24495,-0.220878,54,0,0
0.536,3.363,9.062,-36.96,-24.359999,-14.4,113.71875,-20.609377,3.46875,0.015129,-0.324366,-0.174435,54,0,0
0.706,3.688,8.308,-35.82,-26.16,-13.98,116.609375,-24.125,4.984375,-0.051002,-0.251076,-0.275286,58,0,0
0.727,3.741,9.928,-34.98,-27.119999,-13.259999,119.890625,-20.5,3.578125,-0.056975,-0.12513,-0.366654,58,0,0
0.552,3.851,9.258,-34.92,-27.359999,-13.62,119.59375,-23.015623,3.078125,-0.062595,-0.105411,-0.335988,58,0,0
0.722,3.841,9.11,-34.98,-28.199999,-13.86,120.78125,-22.46875,3.8125,-0.024602,-0.072947,-0.22943,58,0,0
0.301,3.839,9.016,-34.079998,-28.439999,-14.099999,121.453125,-22.65625,1.453125,-0.004137,-0.04097,-0.172292,75,0,0
0.351,3.875,9.208,-34.26,-28.32,-14.16,121.421875,-22.328123,2.328125,-4.25E-04,0.032064,-0.13949,75,0,0
0.148,3.829,8.973,-34.2,-27.66,-14.099999,119.90625,-23.140623,0.734375,0.043633,0.041894,-0.060137,75,0,0
0.253,3.796,9.124,-33.899998,-27.539999,-14.16,120.265625,-23,1.734375,0.059356,0.055377,0.017611,73,0,0
0.313,3.858,8.94,-34.02,-27.599998,-14.88,120.046875,-23.265623,1.515625,0.017497,0.036889,0.005076,73,0,0
-0.1,3.772,8.935,-33.48,-27.66,-15.78,120.09375,-22.9375,-0.390625,-0.016136,0.04359,0.009978,73,0,0
-0.284,3.635,9.311,-33.3,-27.539999,-16.859999,119.78125,-21.65625,-1.234375,-0.029998,0.147446,0.003229,71,0,0
-0.165,3.992,8.664,-33.42,-27.06,-17.76,118.390625,-24.46875,-0.734375,-0.042193,0.198527,0.010495,71,0,0
0.356,4.215,9.497,-33.78,-27.119999,-17.4,117.515625,-24.125,1.53125,-0.001859,0.160632,0.056414,71,0,0
-0.1,3.652,8.593,-34.38,-26.64,-17.22,117.390625,-22.96875,-0.921875,0.049906,0.014688,0.116024,71,0,0
0.371,3.975,9.074,-34.26,-27.06,-16.199999,118.43751,-23.375,2.046875,0.021269,-0.012706,0.082098,62,0,0
0.272,3.801,8.889,-34.38,-27.539999,-14.219999,119.359375,-22.875,1.703125,-5.30E-05,-0.141886,-0.010607,62,0,0
1.472,3.772,9.713,-34.62,-28.019999,-13.259999,121.515625,-20.8125,8.28125,-0.005774,-0.269673,-0.070071,62,0,0
0.538,4.567,7.061,-33.96,-28.859999,-12,119.53125,-31.078123,3.78125,0.032997,-0.270427,-0.09309,84,0,0
0.641,4.93,8.607,-33.6,-30.42,-10.559999,118.68751,-31.515623,1.9375,0.501685,0.080355,0.034837,84,0,0
0.38,4.342,9.215,-33.18,-30.06,-11.219999,123.484375,-25.078123,1.8125,-0.018618,-0.148146,-0.261276,84,0,0
0.406,4.421,8.76,-33.059998,-29.519999,-12.599999,123.578125,-25.703123,3.53125,-0.150799,-0.124918,-0.211566,117,0,0
-0.157,4.322,8.37,-32.46,-29.34,-12.96,123.125,-26.03125,-0.171875,-0.03073,0.006923,-0.044272,117,0,0
-0.019,3.82,8.303,-32.219997,-29.939999,-14.46,123,-24.09375,0.328125,0.061471,0.159374,0.012145,117,0,0
0.617,4.109,9.057,-32.28,-30,-14.46,123,-25.40625,2.546875,8.98E-04,0.119356,-0.002566,0,0,0
0.234,4.282,9.067,-32.82,-30.24,-12.96,123.703125,-24.125,1.984375,-0.200992,-0.091307,-0.112487,84,0,0
0.519,4.49,8.107,-32.1,-31.199999,-12.78,123.53125,-29.765623,2.9375,-0.014804,-0.033339,-0.061591,84,0,0
0.359,3.403,9.624,-31.32,-31.32,-13.799999,124.43751,-20.8125,2.234375,0.128527,-0.015966,-0.049438,84,0,0
0.387,2.958,9.718,-32.46,-30.24,-14.58,125.390625,-17.4375,0.921875,-0.360188,-0.129702,-0.235375,105,0,0
0.373,3.573,8.928,-32.52,-30.359999,-15.42,125.81249,-19.640623,1.171875,-0.400218,-0.070235,-0.135653,105,0,0
0.38,3.322,8.882,-32.28,-29.46,-16.08,125.421875,-20.28125,1.3125,-0.143867,0.0139,0.043276,105,0,0
0.794,3.288,9.699,-32.28,-28.92,-15.299999,125.265625,-18.65625,2.96875,-0.011052,0.046654,0.111129,127,0,0
0.801,3.705,8.87,-33.66,-28.56,-14.7,124.734375,-22.421877,4.53125,-0.033969,-0.025986,0.083917,127,0,0
0.789,3.621,9.232,-33.719997,-28.619999,-14.58,124.09375,-21.21875,4.59375,0.107012,-0.084207,0.160874,127,0,0
0.409,3.736,7.111,-34.02,-28.439999,-14.4,123.078125,-28.796877,3.390625,0.13251,-0.03883,0.146762,127,0,0
0.902,3.851,10.091,-33.66,-28.439999,-14.58,122.75,-21.859377,0.703125,0.162034,0.069397,0.134392,137,0,0
0.246,3.535,8.617,-33.719997,-28.32,-14.58,122.890625,-20.1875,2.125,0.10397,0.068203,0.097023,137,0,0
0.667,3.746,9.335,-33.6,-28.92,-13.86,122.640625,-21.1875,3.578125,0.013354,0.020186,0.012472,137,0,0
0.56,3.679,9.15,-34.02,-28.92,-13.92,122.68751,-21.65625,3.28125,-0.001307,-0.002077,-0.022542,112,0,0
0.478,3.808,8.904,-33.78,-28.859999,-14.16,122.703125,-22.9375,3,-0.011128,-0.008149,-0.024448,112,0,0
0.337,3.844,9.17,-34.079998,-28.859999,-13.679999,122.671875,-22.78125,1.984375,0.013564,9.80E-05,-0.007451,112,0,0
0.61,3.777,9.222,-34.26,-28.199999,-13.679999,122.56249,-22.359377,3.890625,0.005628,0.008253,-0.001416,106,0,0
0.536,3.944,8.76,-33.42,-28.619999,-13.86,122.34375,-24.0625,2.515625,0.019318,0.0096,0.038946,106,0,0
0.548,4.004,8.959,-33.42,-28.619999,-13.5,122.171875,-24.484377,3.015625,0.103868,0.007381,0.036564,106,0,0
0.536,3.899,8.997,-33.36,-28.26,-13.259999,122.31249,-23.203123,3.921875,0.061952,-5.77E-04,0.004261,94,0,0
0.569,4.04,8.899,-33.899998,-28.5,-13.5,122.171875,-24.5625,3.21875,0.01652,-0.005815,-0.009992,94,0,0
0.591,3.884,8.966,-34.2,-28.619999,-13.62,122.125,-23.390623,3.640625,0.025022,0.00622,0.02072,94,0,0
0.612,4.09,8.906,-34.68,-28.5,-13.559999,121.84375,-24.578123,3.671875,0.008657,0.01354,0.033743,94,0,0
0.737,4.15,8.901,-34.92,-28.199999,-13.62,121.5,-24.640623,4.21875,0.040595,0.009226,0.053199,91,0,0
0.646,3.951,8.933,-34.559998,-28.14,-13.08,121.234375,-23.625,3.71875,0.046851,-0.001146,0.071819,91,0,0
0.598,4.093,8.827,-34.559998,-28.199999,-13.0199995,121.140625,-24.859377,3.6875,0.027171,-0.012418,0.02937,91,0,0
0.481,3.889,9.059,-35.1,-27.66,-12.66,120.796875,-24.03125,3.15625,0.02865,0.010161,0.02632,90,0,0
0.607,4.073,8.801,-34.5,-27.9,-12.9,120.828125,-24.4375,3.21875,0.001008,0.047884,0.022982,90,0,0
0.643,4.042,8.803,-34.8,-27.96,-12.9,120.65625,-24.453123,4.09375,-0.00907,0.0134,0.009216,90,0,0
0.306,3.942,8.813,-34.559998,-28.32,-12.96,120.515625,-24.15625,2.15625,0.029016,-0.013113,0.023813,91,0,0
0.363,3.781,9.265,-34.68,-28.14,-12.78,120.640625,-22.265623,1.9375,0.005891,0.050241,-0.014676,91,0,0
0.883,3.959,9.057,-34.98,-27.66,-12.599999,120.640625,-24.0625,4.25,-0.071182,0.026361,-0.038215,91,0,0
0.964,4.05,8.779,-35.399998,-26.34,-13.08,120.28125,-24.734377,5.828125,-0.041385,-0.100454,0.054234,91,0,0
0.861,4.016,9.028,-35.46,-26.699999,-13.32,119.68751,-24.0625,4.90625,0.012616,-0.08128,0.133667,98,0,0
1.105,4.167,8.77,-36.3,-26.4,-13.38,119.21875,-24.921877,6.390625,0.016857,-0.022845,0.102358,98,0,0
0.988,4.126,8.813,-36.96,-25.859999,-13.08,118.640625,-24.828123,5.859375,0.032185,-0.015787,0.107325,98,0,0
1.132,4.102,9.019,-37.26,-25.619999,-13.0199995,117.96875,-24.046877,6.328125,0.045638,-0.002585,0.144098,116,0,0
1.024,4.076,8.803,-37.26,-25.439999,-13.5,117.171875,-24.765623,6,0.017962,0.005566,0.124132,116,0,0
0.904,4.05,8.803,-37.68,-24.96,-13.259999,116.453125,-24.671877,5.40625,0.022744,0.025118,0.115161,116,0,0
1.256,4.188,7.671,-37.02,-25.26,-12.9,115.984375,-25.703123,6.640625,0.048105,0.046664,0.100483,127,0,0
0.962,4.052,9.031,-36.899998,-25.32,-13.0199995,116.171875,-23.6875,5.34375,0.010115,0.019095,0.009116,127,0,0
0.986,4.018,8.775,-37.26,-25.14,-13.62,115.875,-24.640623,6.03125,-0.042663,-0.002014,-0.033339,127,0,0
0.811,4.016,8.832,-36.42,-25.5,-13.32,115.859375,-24.734377,4.84375,0.005194,0.002795,0.001066,127,0,0
0.859,3.994,9.114,-36.3,-25.5,-13.92,116.06249,-23.671877,4.703125,-0.009725,0.01837,-0.040536,122,0,0
0.914,4.03,8.916,-36.66,-25.439999,-13.679999,116.171875,-24.09375,5.375,-0.050913,0.01919,-0.050317,122,0,0
