lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,ak09918_magnetometer.x,ak09918_magnetometer.y,ak09918_magnetometer.z,orientation.x,orientation.y,orientation.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z,tmd4912_light_cct.x,tmd4912_light_cct.y,tmd4912_light_cct.z
-0.268,2.388,6.156,-28.08,-29.519999,-19.56,123.890625,-21.78125,-3.046875,-0.309614,0.150213,-0.557166,56,0,0
0,2.709,10.859,-26.16,-30.599998,-19.5,131.6875,-13.78125,-0.421875,0.18824,0.004729,-0.496869,56,0,0
-0.382,3.69,9.028,-26.099998,-29.64,-20.82,128.92188,-21.703123,-2.15625,0.040137,-0.121521,-0.488592,56,0,0
-0.665,3.41,10.12,-25.92,-30.119999,-20.16,127.21875,-19.125,-3.6875,0.307094,0.119924,-0.066769,56,0,0
-1.479,3.106,10.67,-25.32,-30.359999,-20.46,130.9375,-15.625,-7.171875,0.061181,0.175971,-0.132014,56,0,0
0.459,1.584,11.604,-25.619999,-30.24,-20.82,134.09375,-8.796875,2.1875,-0.06019,0.048095,-0.194816,56,0,0
-0.651,2.295,5.72,-26.46,-29.4,-20.58,131.67188,-19.78125,-5.65625,-0.406148,-0.295328,-0.385173,56,0,0
-1.017,1.215,9.256,-27.599998,-30.3,-18.779999,130.64062,-8.21875,-5.625,-0.027324,0.118073,0.073748,56,0,0
0.078,2.743,9.16,-28.38,-29.099998,-19.02,131.09375,-15.609375,-0.171875,-0.281645,0.073872,-0.058109,56,0,0
0.806,4.078,7.724,-28.98,-27.24,-21.119999,118.93751,-28.546877,5.09375,0.470266,-0.202332,0.357222,56,0,0
-0.155,2.759,11.223,-29.88,-25.859999,-21.18,122.828125,-13.703125,-0.8125,0.497894,-0.1153,0.622671,56,0,0
-0.172,3.489,10.496,-30.06,-25.619999,-21.18,121.859375,-18.03125,-1.453125,-0.176353,0.059888,0.244679,56,0,0
-0.832,0.871,10.024,-29.82,-27,-19.859999,127.140625,-5.09375,-4,-0.111814,0.022465,0.140486,56,0,0
0.315,2.345,6.951,-28.56,-29.4,-18.6,128.76562,-18.6875,2.4375,-0.42234,0.052739,-0.259891,56,0,0
-0.406,2.099,9.356,-27.3,-30.599998,-18.3,130.96875,-13.578125,-1.28125,4.01E-04,0.014922,-0.282814,56,0,0
0.174,3.408,9.598,-26.16,-29.64,-20.279999,131.5,-18.65625,0.3125,0.024956,-0.010928,-0.303028,56,0,0
-0.246,3.664,9.366,-26.279999,-29.519999,-20.58,126.90625,-21.90625,-1.09375,0.375426,-0.064862,0.026255,56,0,0
-0.885,3.037,10.603,-26.22,-30.06,-20.82,128.73438,-16.21875,-4.28125,0.369365,-0.012393,0.148302,56,0,0
0.744,3.03,10.364,-25.8,-30.42,-20.76,129.84375,-18.234377,3.671875,0.054095,0.104341,-0.010604,56,0,0
-0.586,2.901,6.819,-27,-30,-19.08,131.42188,-18.703123,-7.46875,-0.197341,-0.059328,-0.18965,55,0,0
-1.448,1.723,9.174,-27.48,-30.359999,-17.52,129.75,-10.75,-8.390625,-0.028272,0.207827,-0.040072,55,0,0
-0.564,3.037,8.794,-27.48,-31.32,-16.5,131.3125,-18.09375,-4.0625,-0.185051,0.222446,-0.099032,55,0,0
0.686,3.231,9.11,-27.9,-29.939999,-17.52,129.71875,-19.625,3.421875,0.25484,-0.18839,0.053922,56,0,0
0.624,3.288,9.924,-29.099998,-29.039999,-16.26,130.29688,-17.265623,2.9375,0.075082,-0.463272,0.024384,56,0,0
0.892,5.383,9.332,-29.76,-28.74,-16.68,122.046875,-31.203123,5.46875,0.359681,-0.332466,0.340383,56,0,0
-0.811,1.158,11.29,-29.82,-29.519999,-17.52,129.60938,-5.90625,-3.53125,0.009655,-0.054524,0.163056,56,0,0
0.775,2.135,7.104,-27.06,-32.219997,-17.1,134.4375,-15.28125,4.5625,-0.726906,0.109641,-0.288179,56,0,0
-0.718,3.047,8.583,-24.9,-33.899998,-16.08,135.21875,-20.046877,-4.25,0.06829,-0.10389,-0.371938,56,0,0
-0.497,4.157,9.026,-24,-33.6,-18,134.01562,-25.140623,-2.375,0.388435,0.248766,-0.241962,56,0,0
-0.579,3.051,11.453,-23.22,-33.059998,-19.199999,135.51562,-15.109375,-3.609375,0.24266,0.234873,-0.153904,56,0,0
0.136,4.107,9.45,-22.8,-32.34,-20.58,136.5,-21.84375,-1.421875,-0.224432,0.091919,-0.281818,56,0,0
-1.108,0.56,10.512,-24,-31.859999,-20.279999,139.26562,-2.828125,-5.65625,-0.201035,-0.178715,-0.157237,56,0,0
-0.579,2.726,6.915,-24.48,-33.059998,-18.779999,133.01562,-22.90625,-3.78125,-0.364617,-0.007096,-0.121483,56,0,0
-1.419,1.855,9.325,-24.6,-34.44,-16.26,138.1875,-10.0625,-8.984375,0.013617,0.225319,0.033422,56,0,0
-0.639,3.389,8.765,-24.779999,-33.96,-16.68,135.89062,-20.671877,-4.421875,-0.101421,0.296025,-0.142372,56,0,0
-0.143,3.039,9.938,-25.38,-32.76,-17.58,134.78125,-17.359377,-0.984375,0.337818,-0.041035,0.114269,56,0,0
0.734,3.308,11.037,-26.22,-31.92,-18.06,136.29688,-16.1875,4.09375,0.083307,-0.392321,0.093041,56,0,0
0.545,1.663,10.4,-26.16,-31.619999,-18.359999,135.29688,-10.15625,3.109375,0.008813,-0.352233,0.117634,56,0,0
0.323,1.991,7.808,-25.26,-33.6,-17.699999,137.75,-14.078125,1.40625,-0.273828,-0.111703,-0.026639,56,0,0
-0.469,2.834,8.353,-22.92,-35.219997,-16.68,139.95312,-18.125,-2.65625,-0.146803,-0.069883,-0.197469,56,0,0
-0.607,3.387,9.366,-21.9,-35.1,-17.4,140.09375,-19.65625,-3.25,0.311717,0.182938,-0.156064,56,0,0
-0.581,3.482,9.981,-21.72,-35.219997,-18.06,139.54688,-20.25,-3.140625,0.310893,0.156165,-0.129593,56,0,0
0.05,3.363,10.795,-21.06,-35.1,-18.779999,142.71875,-16.59375,-0.421875,0.066443,0.069304,-0.139282,55,0,0
0.517,3.528,9.663,-22.199999,-35.1,-18.72,139.42188,-24.234377,3.6875,0.110397,-0.144051,-0.098568,55,0,0
-0.538,2.604,7.135,-22.68,-35.1,-17.52,141.76562,-17.828123,-4.375,-0.216836,-0.073024,-0.120299,55,0,0
-1.156,1.433,10.026,-22.5,-36.059998,-16.199999,142.14062,-8.453125,-5.859375,-0.28533,0.061549,-0.076092,55,0,0
-0.088,2.917,9.519,-22.32,-36.239998,-16.08,143.89062,-16.890623,0,-0.291151,0.002457,-0.170719,53,0,0
0.268,3.808,8.238,-22.68,-35.16,-17.1,139.37502,-25.015623,1.484375,0.341449,-0.12466,0.069221,53,0,0
0.167,3.528,9.864,-23.699999,-34.86,-17.279999,139.07812,-19.1875,0.140625,0.377958,-0.030842,0.196532,53,0,0
-0.464,3.726,11.027,-24.48,-33.96,-18.18,138.09375,-17.9375,-1.265625,0.023742,-0.026339,0.171587,56,0,0
0.057,1.924,9.825,-23.699999,-34.5,-17.82,139.87502,-11.09375,2.15625,-0.013585,0.008721,0.163533,56,0,0
-0.234,1.78,7.216,-21.66,-35.82,-16.32,142.23438,-14.078125,-1.59375,-0.305086,-0.001669,-0.094391,56,0,0
-0.43,3.205,9.356,-20.1,-37.5,-15.78,145.14062,-18.984377,-2.234375,-0.162044,0.033604,-0.320874,56,0,0
-0.935,3.561,9.033,-19.08,-37.44,-17.76,144.28125,-21.25,-5.34375,0.28958,0.072786,-0.219831,56,0,0
-1.125,3.966,10.161,-18,-37.2,-18.359999,142.73438,-21.671877,-5.96875,0.356276,0.160314,-0.070362,56,0,0
-2.099,3.382,10.745,-16.56,-37.44,-19.38,146.79688,-14.859375,-10.65625,-0.021858,0.249845,-0.181458,56,0,0
-1.627,1.196,11.815,-17.4,-37.5,-18.3,151.29688,-6,-6.1875,-0.260385,-0.068987,-0.348132,56,0,0
-0.706,2.257,7.499,-18.48,-37.559998,-17.22,143.71875,-19,-4.25,-0.136943,-0.14496,-0.221692,56,0,0
-0.734,1.833,9.588,-18.779999,-38.46,-15.179999,149.53125,-9.84375,-4.90625,-0.152026,0.21386,-0.053395,56,0,0
0.366,3.164,8.7,-19.56,-37.44,-15.96,148.39062,-19.484377,1.453125,-0.292881,-0.090452,-0.156947,54,0,0
0.677,3.394,10.12,-20.82,-36.54,-16.68,146.67188,-18.796877,3.6875,0.20864,-0.428795,0.028642,54,0,0
-0.873,3.683,10.893,-21.3,-35.64,-17.22,143.79688,-18.359377,-4.109375,0.110829,-0.281792,0.189665,54,0,0
-1.192,1.462,10.172,-20.82,-35.94,-17.58,146.21875,-7.46875,-6.328125,-0.12295,0.039083,0.173615,56,0,0
0.469,1.63,7.156,-19.38,-36.66,-17.279999,149.35938,-12.75,3.578125,-0.406801,-0.048168,-0.064852,56,0,0
-0.002,2.901,8.765,-18.3,-37.86,-16.5,149.76562,-17.90625,-0.25,-0.087809,-0.176283,-0.216992,56,0,0
-0.409,4.085,9.208,-17.22,-37.739998,-17.52,148.03125,-24.21875,-1.5625,0.51827,-0.098558,-0.078267,56,0,0
-1.093,3.267,10.704,-16.32,-37.92,-17.58,147.17188,-18.03125,-5.328125,0.503915,0.206597,0.032594,56,0,0
-0.028,4.279,8.76,-15.36,-38.399998,-18.18,151.04688,-24.53125,-1.5625,-0.110623,0.273836,-0.174901,56,0,0
-1.984,0.43,9.959,-15.48,-38.1,-18.06,153.96875,-2.203125,-11,-0.187026,-0.071419,-0.284158,56,0,0
-0.598,2.396,8.279,-17.1,-38.219997,-16.68,150.25,-17.828123,-3.140625,-0.237533,-0.005972,-0.180187,56,0,0
-1.199,1.541,9.754,-17.88,-38.219997,-15.9,151.25,-8.28125,-5.96875,-0.148026,0.041126,0.018298,56,0,0
-0.282,2.862,8.301,-17.699999,-38.04,-16.859999,149.45312,-19.25,-1.421875,-0.295633,0.122784,0.01465,56,0,0
-0.124,3.71,8.432,-18.48,-37.739998,-16.619999,146.75,-23.546877,-1.125,0.335953,-0.060532,0.193278,56,0,0
-0.888,3.329,11.283,-19.5,-36.899998,-17.279999,147.26562,-16.25,-2.859375,0.36698,-0.180943,0.219406,56,0,0
0.248,0.806,11.673,-20.22,-35.76,-18.48,149.46875,-3.921875,1.28125,-0.393573,-0.192547,0.01035,56,0,0
1.048,1.235,8.463,-19.8,-36.059998,-18.18,151.10938,-7.96875,6.921875,-0.52552,-0.164632,-0.008792,56,0,0
-0.272,2.245,8.988,-18.42,-37.26,-17.4,151.39062,-12.375,-0.171875,-0.217202,-0.385456,-0.090383,56,0,0
0.392,3.844,9.045,-17.279999,-37.14,-18,147.96875,-23.046877,2.15625,0.376889,0.141602,0.03859,56,0,0
-0.203,2.728,10.701,-16.92,-37.26,-18,150.70312,-14.90625,-0.78125,0.470689,0.08811,0.005481,56,0,0
-0.213,3.212,10.737,-16.199999,-37.5,-18.119999,152.1875,-16.34375,-0.609375,0.04548,0.022013,-0.145221,54,0,0
0.134,2.197,10.993,-16.38,-36.899998,-18.6,152.57812,-14.390625,3.578125,0.088708,0.011002,-0.104277,54,0,0
-0.26,2.68,6.642,-17.699999,-37.26,-16.32,147.82812,-20.96875,-3.921875,-0.141011,0.233954,-0.029358,54,0,0
-1.089,1.519,8.406,-17.82,-37.86,-15.299999,149.29688,-10.171875,-7.515625,-0.11807,0.453148,0.116026,56,0,0
-0.593,2.745,9.859,-18.18,-37.8,-15.599999,149.40625,-15.25,-3.46875,-0.130163,0.136575,0.001853,56,0,0
0.684,2.932,9.988,-19.619999,-37.02,-16.56,149.21875,-16.421875,3.359375,0.091471,-0.192009,0.048387,56,0,0
0.797,3.317,11.664,-21.119999,-36.719997,-17.16,148.39062,-14.84375,4.234375,0.048886,-0.466061,0.081826,56,0,0
-0.167,0.983,11.19,-20.82,-35.94,-17.82,147.29688,-6.5625,0.1875,0.071491,-0.317577,0.180351,56,0,0
0.201,1.041,6.953,-18.6,-37.26,-17.4,149.71875,-8.421875,0.640625,-0.486466,0.169349,0.050268,56,0,0
-0.248,1.914,8.04,-16.26,-39.12,-14.88,154.48438,-12.03125,-1.3125,-0.330765,0.063816,-0.251034,56,0,0
0.057,4.073,8.559,-14.82,-38.76,-16.32,154.04688,-24.640623,0.25,0.361772,-0.126843,-0.30795,55,0,0
-1.096,3.793,9.739,-15,-38.7,-16.619999,150.20312,-21.8125,-5.90625,0.740643,-0.003995,-0.095473,55,0,0
-1.467,2.099,12.233,-14.099999,-38.64,-16.92,154.17188,-9.953125,-6.453125,0.167007,0.334305,-0.053497,55,0,0
1.103,4.78,8.887,-13.32,-38.76,-17.699999,154.40625,-28.71875,5.328125,-0.185512,0.213883,-0.187153,56,0,0
-1.383,2.352,6.987,-14.28,-38.52,-16.08,153.48438,-15.953125,-12.78125,0.074335,-0.004738,-0.112462,56,0,0
-0.517,1.567,9.402,-15.36,-39.719997,-12.42,155.51562,-9.84375,-2.578125,-0.06625,0.128324,-0.082123,56,0,0
0.457,3.142,8.708,-15.96,-39.3,-12.12,155.82812,-19.890623,2.9375,-0.169026,-0.084725,-0.092579,56,0,0
0.181,3.705,8.643,-16.5,-37.739998,-14.099999,152.42188,-23.0625,0.421875,0.238147,-0.227694,0.064982,56,0,0
-0.392,2.822,11.582,-17.82,-38.1,-14.88,152.12498,-13.546875,-0.8125,0.189184,-0.121729,0.181795,56,0,0
-0.617,1.859,11.08,-17.279999,-37.86,-16.199999,151.15625,-10.78125,-2.46875,-0.09614,0.002181,0.17256,56,0,0
1.144,1.429,7.913,-16.08,-38.219997,-16.859999,155.53125,-9.53125,7.375,-0.536157,-0.014985,-0.029856,56,0,0
0.114,2.161,5.639,-15,-39.6,-15.059999,155.10938,-20.703123,0.390625,-0.064565,-0.345807,-0.185404,56,0,0
0.052,3.425,9.225,-15,-39.239998,-15.059999,156.09375,-19.03125,0.171875,0.322246,-0.012419,-0.083659,56,0,0
-1.28,3.544,9.713,-15.179999,-38.52,-16.02,151.6875,-20.671877,-6.8125,0.325338,0.158312,0.023075,56,0,0
-0.067,3.255,12.001,-13.98,-38.76,-16.56,155,-15.4375,-0.203125,0.137169,0.277122,0.081536,56,0,0
0.854,3.489,8.873,-14.5199995,-39.059998,-17.1,152.5,-26.90625,5.625,0.232302,-0.055355,0.001972,56,0,0
-0.651,2.812,6.137,-15.12,-39.3,-15.42,153.51562,-21.9375,-6.21875,-0.152986,0.167193,-0.030847,56,0,0
-0.727,0.907,10.723,-15.719999,-39.66,-13.98,155.40625,-5.46875,-3.78125,-0.368883,0.14348,-0.074432,56,0,0
0.155,3.018,8.456,-16.26,-39,-13.559999,154.25,-19.515623,0.78125,-0.42171,-0.048584,-0.095922,56,0,0
0.44,3.758,8.358,-16.32,-38.46,-14.759999,153.17188,-24.796877,3.1875,0.477549,-0.312367,0.105192,56,0,0
0.378,3.59,9.861,-17.22,-38.82,-14.7,152.03125,-20.078123,2.234375,0.514983,-0.220008,0.179366,56,0,0
0.05,3.827,10.601,-16.56,-39.36,-14.759999,152.35938,-20.015623,0.140625,0.036941,0.011898,0.103687,56,0,0
-1.093,1.39,10.048,-15,-39.96,-15.12,156.37502,-7.234375,-5.328125,-0.356007,0.07539,-0.083106,56,0,0
-0.392,2.527,6.285,-12.66,-40.739998,-14.16,157.92188,-21.15625,-3.421875,-0.531373,0.128839,-0.319084,56,0,0
-0.265,2.733,9.217,-10.32,-42.3,-12.3,162.17188,-16.65625,-2.046875,0.099194,-0.031557,-0.353055,56,0,0
-0.146,4.164,8.83,-9.36,-41.46,-13.559999,164.1875,-24.921877,-0.5625,0.332912,-0.239069,-0.414271,56,0,0
-1.254,3.394,10.345,-8.58,-40.92,-14.099999,162.54688,-18.59375,-6.453125,0.396114,-0.111006,-0.296961,56,0,0
-0.969,3.573,10.441,-7.2,-40.92,-15.179999,163.8125,-18.125,-6.3125,-0.049999,0.351812,-0.176082,56,0,0
-1.527,1.436,9.876,-6.7799997,-41.34,-15.599999,168.17188,-7.46875,-7.6875,-0.254347,0.03139,-0.302773,56,0,0
-0.61,2.814,7.389,-8.46,-42.6,-14.7,162.96875,-21.921877,-5.015625,-0.212582,0.04428,-0.198889,56,0,0
-1.412,1.455,10.182,-9.719999,-42.42,-12.059999,165.59375,-8.3125,-5.765625,-0.014923,0.003438,-0.031511,56,0,0
0.727,4.208,7.18,-10.62,-41.16,-12.78,163.34375,-30.515623,4.765625,-0.008294,-0.05902,0.08037,56,0,0
0.213,3.451,9.761,-13.2,-40.44,-13.86,159.95312,-20.671877,0.53125,0.711821,-0.268278,0.290998,56,0,0
0.361,3.209,10.632,-15,-39.6,-13.86,157.82812,-16.015625,1.59375,-0.10797,-0.112527,0.328003,56,0,0
0.208,2.372,11.41,-15.299999,-39.719997,-14.28,155.90625,-12.890625,1.5625,-0.10152,-0.018805,0.362208,56,0,0
1.127,2.221,7.946,-14.4,-40.2,-14.16,159.12498,-15.421875,7.625,-0.375569,-0.026874,0.157202,56,0,0
0.342,2.197,7.118,-13.08,-41.219997,-12.3,159.8125,-17.828123,2.484375,-0.078422,-0.208796,-0.027518,56,0,0
0.136,3.166,8.53,-12.059999,-40.62,-13.08,160.78125,-19.921877,0.875,0.041072,-0.072547,-0.128461,56,0,0
-1.101,3.698,9.564,-11.88,-40.02,-15.48,158.03125,-21.15625,-5.078125,0.287385,0.137845,-0.061909,56,0,0
-1.44,2.506,11.501,-11.099999,-40.02,-16.8,157.8125,-12.75,-7.015625,0.048091,0.552841,0.100499,56,0,0
-0.193,1.388,12.391,-10.2,-40.26,-17.52,161.37502,-9.15625,-0.59375,-0.219904,0.343628,-0.048476,56,0,0
0.016,2.695,6.367,-10.8,-39.6,-18.42,161.12498,-18.859377,-1.125,-0.596289,0.004693,-0.255066,56,0,0
-0.488,1.105,9.919,-13.259999,-39.42,-16.8,160.01562,-6.734375,-2.484375,-0.104162,-0.090221,-0.059554,56,0,0
-0.409,2.156,8.641,-15.66,-39.899998,-15.36,155.8125,-13.296875,-3.015625,-0.255326,0.006712,0.194251,56,0,0
0.998,3.351,9.114,-15.96,-39.12,-16.859999,155.70312,-21.03125,6.453125,0.350221,-0.184468,0.327089,56,0,0
0.28,2.601,10.711,-17.58,-37.86,-16.8,153.59375,-14.109375,1.703125,0.412387,-0.353917,0.254322,56,0,0
0.241,3.336,10.333,-18.48,-37.8,-16.5,150.10938,-18.328123,1.375,0.039895,-0.058799,0.314441,56,0,0
-0.629,1.589,8.983,-16.26,-38.52,-16.98,152.85938,-9.53125,-4.625,-0.113155,0.131967,0.223507,56,0,0
0.177,1.737,7.204,-13.799999,-39.719997,-16.92,157.09375,-13.234375,0.734375,-0.29272,0.134083,-0.094762,56,0,0
-0.076,2.676,9.715,-11.46,-40.2,-15.96,160.48438,-14.90625,-0.3125,-0.033803,-0.106632,-0.360956,56,0,0
-0.337,3.987,9.469,-10.62,-40.44,-16.619999,159.87502,-22.84375,-1.59375,0.40989,-0.092478,-0.293769,56,0,0
-1.278,2.91,10.639,-9.96,-40.32,-16.68,159.39062,-15.84375,-6.171875,0.499458,0.018633,-0.173632,56,0,0
-1.254,2.489,11.281,-9.059999,-40.86,-17.22,161.64062,-11.03125,-7.171875,-0.23078,0.431998,-0.185856,56,0,0
-0.981,1.369,9.73,-10.2,-40.5,-16.56,165.4375,-9.703125,-2.578125,-0.189484,-0.039619,-0.26936,56,0,0
-0.292,2.666,6.223,-12.12,-40.739998,-15.12,158.64062,-22.609377,-3.28125,-0.103565,-0.013114,-0.051084,56,0,0
-0.447,1.598,10.201,-14.46,-40.559998,-14.82,159.3125,-9.78125,-0.78125,0.049557,0.138994,0.211599,56,0,0
-0.052,2.561,8.772,-14.88,-38.82,-16.02,155.8125,-15.453125,-1.03125,-0.247888,-0.005771,0.20594,56,0,0
0.823,3.209,10.146,-16.08,-37.559998,-17.88,155.23438,-18.65625,5.046875,0.289831,-0.239909,0.295715,56,0,0
0.198,2.58,11.293,-17.4,-37.32,-18.18,152.8125,-13.0625,0.953125,0.130174,-0.284091,0.255309,56,0,0
0.533,3.36,10.352,-16.619999,-37.559998,-17.58,151.07812,-19.328123,2.796875,-0.032509,-0.052298,0.275569,56,0,0
-1.153,1.397,8.107,-14.58,-39.12,-17.46,154.20312,-8.734375,-8.734375,-0.209085,0.26094,0.162494,56,0,0
0.251,2.072,7.195,-12.42,-40.14,-15.66,160.25,-15.453125,1.515625,-0.307603,0.14632,-0.26077,56,0,0
-0.335,2.3,10.419,-11.4,-40.739998,-15.599999,161.51562,-12.515625,-1.9375,0.055779,-0.209792,-0.4054,56,0,0
-0.433,3.621,9.138,-9.96,-40.14,-17.58,160.35938,-21.328123,-2.71875,0.172758,0.039609,-0.28529,56,0,0
-1.35,2.68,10.895,-9.42,-40.44,-17.52,161.23438,-14.84375,-5.828125,0.333806,0.11196,-0.147754,56,0,0
-0.679,3.37,10.529,-8.88,-40.44,-17.88,161.62498,-16.625,-4.9375,-0.121505,0.318604,-0.146998,56,0,0
-1.455,0.509,11.609,-9.36,-40.26,-17.58,165.48438,-2.828125,-6.453125,-0.103912,0.043014,-0.195978,55,0,0
-0.083,3.41,6.06,-10.679999,-40.5,-16.08,158.64062,-30.90625,-0.453125,-0.102025,-0.090062,-0.13463,55,0,0
-1.211,1.993,8.693,-12.96,-41.16,-13.5,158.87502,-12.5,-7.1875,0.35761,0.10018,0.237189,55,0,0
-0.368,2.422,9.182,-13.86,-40.2,-14.4,157.10938,-13.953125,-2.890625,-0.194258,0.218497,0.194694,56,0,0
1.101,3.623,9.081,-15.96,-38.52,-16.92,157,-21.546877,6.625,0.151233,-0.345038,0.202433,56,0,0
-0.126,2.589,10.137,-18,-37.26,-17.76,151.54688,-14.5,0,0.267862,-0.450916,0.327821,56,0,0
-0.095,2.25,10.426,-17.16,-37.86,-17.52,149.25,-13.640625,-0.75,0.012909,0.13727,0.482667,54,0,0
-0.775,0.981,9.873,-14.58,-37.92,-17.58,154.07812,-4.765625,-5.9375,-0.483966,0.365025,0.189388,54,0,0
-0.292,2.295,6.379,-12.599999,-38.64,-16.92,156.76562,-18.265623,-3.046875,-0.478427,0.188474,-0.236108,54,0,0
-0.605,2.563,8.921,-11.16,-39.719997,-15.78,158.65625,-14.515625,-4.515625,0.183289,-0.081713,-0.269337,54,0,0
-0.588,4.028,8.569,-10.559999,-39.719997,-16.92,157.82812,-25.296877,-3.640625,0.461808,-0.03359,-0.181113,56,0,0
-0.947,3.008,11.063,-11.5199995,-39.12,-18,158.01562,-16.078125,-4.234375,0.579322,-0.026222,-0.058549,56,0,0
-0.782,3.549,10.505,-11.759999,-38.1,-18.6,156.65625,-17.5625,-4.875,-0.237093,0.168696,-0.076011,56,0,0
-2.74,0.124,10.438,-11.5199995,-37.86,-19.5,158.40625,-0.203125,-14.328125,-0.468316,0.126025,-0.052694,56,0,0
-0.366,2.628,7.432,-13.0199995,-37.86,-18.72,152.95312,-21.03125,-2.828125,-0.335277,0.320624,0.069105,56,0,0
-1.397,1.266,9.591,-14.82,-37.86,-18.18,154.73438,-7.015625,-8.140625,0.001675,0.066389,0.210213,56,0,0
0.299,2.503,9.167,-16.68,-36.84,-18.779999,152.96875,-14.359375,1.140625,-0.271766,1.13E-04,0.178229,56,0,0
0.189,2.97,9.076,-18.3,-35.219997,-19.32,149.26562,-18.09375,1.40625,0.20821,-0.358632,0.307756,56,0,0
-0.445,2.903,10.524,-18.779999,-34.92,-18.6,146.76562,-14.875,-2.578125,0.284195,-0.223104,0.435533,56,0,0
-1.371,0.208,12.102,-18.6,-35.46,-18.06,149.01562,-1.234375,-5.890625,-0.248972,0.049698,0.2199,56,0,0
0.596,1.946,8.337,-16.619999,-36.42,-18.119999,152.34375,-12.546875,3.953125,-0.540766,0.10393,-0.011569,57,0,0
0.169,1.914,8.514,-15.48,-37.62,-17.279999,155,-13.84375,1.65625,0.231128,-0.415967,-0.24441,57,0,0
0.019,3.207,8.964,-14.46,-37.44,-17.699999,154.15625,-19.125,0.25,0.24677,-0.191574,-0.250859,57,0,0
-0.454,3.81,9.579,-13.62,-37.559998,-18.06,152.75,-22.59375,-1.84375,0.416523,0.044529,-0.100613,56,0,0
-1.256,3.88,10.017,-13.38,-38.34,-17.52,154.17188,-17.65625,-6.921875,0.27971,0.193682,-0.046485,56,0,0
-2.381,0.622,13.078,-13.62,-38.399998,-17.1,157.15625,-3.140625,-8.875,0.060506,0.093813,-0.127654,56,0,0
-0.201,1.697,10.084,-13.5,-38.34,-16.98,154.90625,-13.375,-1.65625,-0.37027,0.140407,-0.192334,56,0,0
0.849,2.285,6.896,-13.92,-39.36,-15.66,159.87502,-16.296875,5.65625,-0.372317,-0.148982,-0.231262,56,0,0
0.38,2.941,8.76,-14.5199995,-39.54,-14.88,157.42188,-17.5,2.1875,0.093942,-0.411084,-0.151869,56,0,0
0.335,3.147,9.452,-14.219999,-39.239998,-14.7,157.90625,-19.21875,2.296875,0.529235,-0.356074,0.011967,56,0,0
-0.035,3.633,9.768,-14.219999,-39.36,-14.7,157.14062,-18.828123,0.84375,0.29055,-0.184037,0.003053,56,0,0
-1.665,1.136,10.034,-13.5,-39.66,-14.099999,155.45312,-7.71875,-8.8125,0.163225,0.150579,0.054702,56,0,0
1.041,2.51,8.827,-12,-40.2,-14.28,160.60938,-16.015625,5.265625,-0.347685,0.32162,-0.123283,56,0,0
-0.083,1.141,10.527,-11.88,-40.02,-15.66,162.90625,-5.828125,-0.8125,-0.331373,-0.287024,-0.319806,56,0,0
0.629,2.671,9.916,-12,-38.52,-18.18,162.37502,-14.703125,3.296875,-0.371352,-0.252526,-0.261392,56,0,0
0.241,3.195,9.421,-11.82,-37.92,-19.199999,160.37502,-19.21875,1.90625,0.272377,-0.188334,-0.029901,56,0,0
-0.694,2.312,10.601,-11.7,-37.92,-18.72,158.54688,-11.828125,-5.015625,0.056395,0.2757,0.14262,58,0,0
-0.756,0.696,11.053,-12.96,-38.1,-18.779999,161.35938,-3.546875,-2.65625,-0.27919,0.079698,-0.017302,58,0,0
0.131,2.711,8.013,-14.88,-37.559998,-17.82,155.32812,-19.359377,0.078125,-0.237779,-0.016698,0.039736,58,0,0
-0.55,1.299,8.952,-16.56,-36.54,-17.1,153.21875,-7.125,-4.421875,0.056574,0.133985,0.349462,58,0,0
-0.325,2.005,9.66,-17.22,-35.52,-17.4,151,-11.75,-1.671875,-0.072386,0.147649,0.367615,58,0,0
0.888,2.692,9.928,-18.6,-35.219997,-18.119999,150.54688,-14.9375,4.765625,0.0444,0.041035,0.343723,58,0,0
0.497,3.274,11.987,-20.76,-34.62,-17.88,148.23438,-14.390625,2.4375,0.160954,-0.283798,0.295957,58,0,0
-0.667,0.459,9.981,-21.6,-34.2,-16.98,146.92188,-2.828125,-3.359375,0.108705,-0.1871,0.358121,59,0,0
1.072,1.424,9.052,-20.88,-34.739998,-15.96,147.79688,-9.734375,6.984375,-0.264235,0.011734,0.214782,59,0,0
0.258,2.582,9.153,-20.52,-36.42,-15.599999,148.46875,-14.96875,1.53125,-0.191395,-0.029554,0.076428,59,0,0
0.476,3.561,9.356,-20.22,-36.059998,-16.619999,144.89062,-21.140623,2.609375,0.497805,0.141404,0.13341,61,0,0
-0.459,2.81,10.014,-19.5,-36.12,-16.08,145.46875,-16.125,-2.015625,0.546854,0.160481,0.157171,61,0,0
-0.572,3.138,9.797,-19.02,-36.239998,-15.48,147.54688,-14.5625,-5.6875,-0.059941,0.273387,-0.050957,61,0,0
-0.505,1.407,10.486,-21.48,-35.219997,-14.759999,147.73438,-8.390625,-1.09375,0.069964,-0.088007,-0.072152,62,0,0
0.488,3.461,7.381,-24.06,-33.54,-14.46,138.09375,-26.75,3.1875,0.135145,-0.128609,0.199827,62,0,0
